transaction_id,transaction_date,transaction_type,document_no,business_name,branch,sales_channel,customer_type,customer_id,supplier_name,product_category,product_name,quantity,unit_price_kes,discount_pct,gross_sales_kes,net_sales_kes,unit_cost_kes,cogs_kes,gross_profit_kes,expense_category,expense_amount_kes,cash_in_kes,cash_out_kes,amount_received_kes,accounts_receivable_change_kes,accounts_payable_change_kes,inventory_qty_change,inventory_value_change_kes,payment_method,salesperson_or_staff,manual_entry_flag
TXN-00035,2025-01-05,SALE,INV-2501-0020,Thika Road Hardware & Agrovet Ltd,Juja,Phone Order,Retail,CUS-1187,,Electrical,LED Bulb 12W,2,326.34,0.0,652.68,652.68,150.98,301.96,350.72,,0.0,652.68,0.0,652.68,0.0,0.0,-2,-301.96,,MN,0.0
TXN-00036,2025-01-05,SALE,INV-2501-0022,Thika Road Hardware & Agrovet Ltd,Thika Town,M-Pesa Till,Retail,CUS-1206,,Building Materials,Cement 50kg,1,1043.49,0.01,1043.49,1033.06,643.77,643.77,389.29,,0.0,1033.06,0.0,1033.06,0.0,0.0,-1,-643.77,,SK,0.0
TXN-00037,2025-01-06,SALE,INV-2501-0024,Thika Road Hardware & Agrovet Ltd,Juja,Online Order,Contractor,CUS-1095,,Plumbing,Gate Valve 1in,7,547.78,0.0,3834.46,3834.46,328.84,2301.88,1532.58,,0.0,3834.46,0.0,3834.46,0.0,0.0,-7,-2301.88,,PW,0.0
TXN-00038,2025-01-06,SALE,INV-2501-0026,Thika Road Hardware & Agrovet Ltd,Thika Town,Online Order,Farmer,CUS-1045,,Plumbing,PVC Pipe 20mm 3m,8,371.15,0.0,2969.2,2969.2,207.05,1656.4,1312.8,,0.0,2969.2,0.0,2969.2,0.0,0.0,-8,-1656.4,,PW,0.0
TXN-00039,2025-01-06,SALE,INV-2501-0028,Thika Road Hardware & Agrovet Ltd,Juja,Online Order,Retail,CUS-1102,,Plumbing,PVC Tee 20mm,1,92.23,0.0,92.23,92.23,44.52,44.52,47.71,,0.0,92.23,0.0,92.23,0.0,0.0,-1,-44.52,,PW,0.0
TXN-00040,2025-01-07,SALE,INV-2501-0030,Thika Road Hardware & Agrovet Ltd,Juja,Counter,Reseller,CUS-1103,,Electrical,Circuit Breaker 20A,3,709.56,0.02,2128.68,2086.11,418.77,1256.31,829.8,,0.0,2086.11,0.0,2086.11,0.0,0.0,-3,-1256.31,,JB,0.0
TXN-00041,2025-01-08,SALE,INV-2501-0032,Thika Road Hardware & Agrovet Ltd,Thika Town,Online Order,Reseller,CUS-1136,,Agro Inputs,CAN Fertilizer 50kg,6,4635.67,0.01,27814.02,27535.88,3070.85,18425.1,9110.78,,0.0,27535.88,0.0,27535.88,0.0,0.0,-6,-18425.1,,TK,0.0
TXN-00042,2025-01-08,SALE,INV-2501-0034,Thika Road Hardware & Agrovet Ltd,Thika Town,M-Pesa Till,Farmer,CUS-1000,,Electrical,Socket Outlet,7,369.28,0.0,2584.96,2584.96,176.96,1238.72,1346.24,,0.0,2584.96,0.0,2584.96,0.0,0.0,-7,-1238.72,,RA,0.0
TXN-00043,2025-01-09,SALE,INV-2501-0036,Thika Road Hardware & Agrovet Ltd,Thika Town,Delivery,Retail,CUS-1139,,Building Materials,Cement 50kg,19,980.46,0.02,18628.74,18256.17,637.41,12110.79,6145.38,,0.0,18256.17,0.0,18256.17,0.0,0.0,-19,-12110.79,,RA,0.0
TXN-00044,2025-01-09,SALE,INV-2501-0038,Thika Road Hardware & Agrovet Ltd,Juja,Counter,Reseller,CUS-1131,,Electrical,Socket Outlet,6,346.12,0.03,2076.72,2014.42,179.48,1076.88,937.54,,0.0,2014.42,0.0,2014.42,0.0,0.0,-6,-1076.88,,PW,0.0
TXN-00045,2025-01-09,SALE,INV-2501-0040,Thika Road Hardware & Agrovet Ltd,Thika Town,Online Order,Retail,CUS-1008,,Agro Inputs,Maize Seed 2kg Pack,5,773.48,0.02,3867.4,3790.05,488.39,2441.95,1348.1,,0.0,3790.05,0.0,3790.05,0.0,0.0,-5,-2441.95,,SK,0.0
TXN-00046,2025-01-09,SALE,INV-2501-0042,Thika Road Hardware & Agrovet Ltd,Juja,M-Pesa Till,Contractor,CUS-1066,,Electrical,Electrical Cable 2.5mm (roll),2,5318.68,0.0,10637.36,10637.36,3254.16,6508.32,4129.04,,0.0,10637.36,0.0,10637.36,0.0,0.0,-2,-6508.32,,PW,0.0
TXN-00047,2025-01-10,SALE,INV-2501-0044,Thika Road Hardware & Agrovet Ltd,Juja,M-Pesa Till,Retail,CUS-1199,,Plumbing,Gate Valve 1in,6,568.95,0.0,3413.7,3413.7,319.08,1914.48,1499.22,,0.0,3413.7,0.0,3413.7,0.0,0.0,-6,-1914.48,,SK,0.0
TXN-00048,2025-01-10,SALE,INV-2501-0046,Thika Road Hardware & Agrovet Ltd,Thika Town,Counter,Farmer,CUS-1020,,Building Materials,River Sand (ton),20,1896.26,0.0,37925.2,37925.2,1215.77,24315.4,13609.8,,0.0,37925.2,0.0,37925.2,0.0,0.0,-20,-24315.4,,JB,0.0
TXN-00049,2025-01-10,REFUND,REF-2501-2479,Thika Road Hardware & Agrovet Ltd,Juja,Counter,Retail,CUS-1168,,Paints,Emulsion Paint 4L,-1,2485.87,0.0,0.0,2436.15,1440.92,0.0,-2436.15,Customer Refund,2436.15,0.0,2436.15,0.0,0.0,0.0,1,1440.92,refund,SK,0.0
TXN-00050,2025-01-10,EXPENSE,EXP-2501-2480,Thika Road Hardware & Agrovet Ltd,Thika Town,Back Office,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,21343.46,0.0,21343.46,0.0,0.0,0.0,0,0.0,Bank Transfer,PW,0.0
TXN-00051,2025-01-12,SALE,INV-2501-0048,Thika Road Hardware & Agrovet Ltd,Juja,Counter,Contractor,CUS-1171,,Building Materials,River Sand (ton),4,1942.18,0.0,7768.72,7768.72,1216.07,4864.28,2904.44,,0.0,2622.54,0.0,2622.54,5146.18,0.0,-4,-4864.28,,MN,0.0
TXN-00052,2025-01-12,SALE,INV-2501-0050,Thika Road Hardware & Agrovet Ltd,Juja,Online Order,Farmer,CUS-1200,,Electrical,Socket Outlet,8,334.1,0.0,2672.8,2672.8,182.71,1461.68,1211.12,,0.0,2672.8,0.0,2672.8,0.0,0.0,-8,-1461.68,,TK,0.0
TXN-00053,2025-01-13,SALE,INV-2501-0052,Thika Road Hardware & Agrovet Ltd,Juja,Counter,Wholesale,CUS-1137,,Building Materials,Hollow Block 6in,8,91.27,0.03,730.16,708.26,55.0,440.0,268.26,,0.0,708.26,0.0,708.26,0.0,0.0,-8,-440.0,,TK,0.0
TXN-00054,2025-01-14,SALE,INV-2501-0054,Thika Road Hardware & Agrovet Ltd,Juja,M-Pesa Till,Contractor,CUS-1134,,Agro Inputs,CAN Fertilizer 50kg,8,4459.13,0.03,35673.04,34602.85,3170.37,25362.96,9239.89,,0.0,16342.03,0.0,16342.03,18260.82,0.0,-8,-25362.96,,SK,0.0
TXN-00055,2025-01-15,SALE,INV-2501-0056,Thika Road Hardware & Agrovet Ltd,Thika Town,Delivery,Contractor,CUS-1053,,Paints,Paint Brush 4in,7,220.68,0.02,1544.76,1513.86,97.11,679.77,834.09,,0.0,1513.86,0.0,1513.86,0.0,0.0,-7,-679.77,,JB,0.0
TXN-00056,2025-01-15,SALE,INV-2501-0058,Thika Road Hardware & Agrovet Ltd,Juja,Phone Order,Farmer,CUS-1105,,Agro Inputs,Pesticide 1L,1,1060.01,0.0,1060.01,1060.01,627.59,627.59,432.42,,0.0,1060.01,0.0,1060.01,0.0,0.0,-1,-627.59,,MN,0.0
TXN-00057,2025-01-15,SALE,INV-2501-0060,Thika Road Hardware & Agrovet Ltd,Juja,Counter,Retail,CUS-1090,,Plumbing,PVC Tee 20mm,3,90.06,0.01,270.18,267.48,46.04,138.12,129.36,,0.0,267.48,0.0,267.48,0.0,0.0,-3,-138.12,,SK,0.0
TXN-00058,2025-01-15,EXPENSE,EXP-2501-2481,Thika Road Hardware & Agrovet Ltd,Thika Town,Back Office,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,29838.4,0.0,29838.4,0.0,0.0,0.0,0,0.0,Bank Transfer,JB,0.0
TXN-00059,2025-01-17,SALE,INV-2501-0062,Thika Road Hardware & Agrovet Ltd,Juja,Counter,Retail,CUS-1175,,Paints,Gloss Paint 4L,4,3061.84,0.0,12247.36,12247.36,1782.75,7131.0,5116.36,,0.0,12247.36,0.0,12247.36,0.0,0.0,-4,-7131.0,,PW,0.0
TXN-00060,2025-01-17,SALE,INV-2501-0064,Thika Road Hardware & Agrovet Ltd,Juja,Online Order,Farmer,CUS-1042,,Hardware Tools,Wheelbarrow,3,6409.86,0.0,19229.58,19229.58,4246.13,12738.39,6491.19,,0.0,19229.58,0.0,19229.58,0.0,0.0,-3,-12738.39,,MN,0.0
TXN-00061,2025-01-18,SALE,INV-2501-0066,Thika Road Hardware & Agrovet Ltd,Thika Town,Delivery,Farmer,CUS-1030,,Building Materials,Iron Sheet 3m Gauge30,23,1229.88,0.0,28287.24,28287.24,798.91,18374.93,9912.31,,0.0,28287.24,0.0,28287.24,0.0,0.0,-23,-18374.93,,SK,0.0
TXN-00062,2025-01-18,STOCK_ADJUSTMENT,ADJ-2501-2487,Thika Road Hardware & Agrovet Ltd,Thika Town,Stock Count,,,,Plumbing,PVC Pipe 20mm 3m,-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stock Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,-5,-1050.0,Manual count variance,TK,0.0
TXN-00063,2025-01-19,SALE,INV-2501-0068,Thika Road Hardware & Agrovet Ltd,Thika Town,Delivery,Retail,CUS-1038,,Agro Inputs,DAP Fertilizer 50kg,5,4862.45,0.0,24312.25,24312.25,3417.13,17085.65,7226.6,,0.0,24312.25,0.0,24312.25,0.0,0.0,-5,-17085.65,,RA,0.0
TXN-00064,2025-01-19,SALE,INV-2501-0070,Thika Road Hardware & Agrovet Ltd,Thika Town,Phone Order,Wholesale,CUS-1219,,Hardware Tools,Spade,1,936.18,0.0,936.18,936.18,528.52,528.52,407.66,,0.0,936.18,0.0,936.18,0.0,0.0,-1,-528.52,,MN,0.0
TXN-00065,2025-01-19,SALE,INV-2501-0072,Thika Road Hardware & Agrovet Ltd,Juja,Online Order,Reseller,CUS-1011,,Paints,Emulsion Paint 4L,2,2423.77,0.0,4847.54,4847.54,1427.12,2854.24,1993.3,,0.0,4847.54,0.0,4847.54,0.0,0.0,-2,-2854.24,,JB,0.0
TXN-00066,2025-01-21,SALE,INV-2501-0074,Thika Road Hardware & Agrovet Ltd,Thika Town,Online Order,Retail,CUS-1070,,Paints,Wood Varnish 1L,4,692.09,0.01,2768.36,2740.68,381.73,1526.92,1213.76,,0.0,2740.68,0.0,2740.68,0.0,0.0,-4,-1526.92,,MN,0.0
TXN-00067,2025-01-21,SUPPLIER_PAYMENT,SP-2501-2485,Thika Road Hardware & Agrovet Ltd,Juja,Supplier,,,Bamburi Cement Depot,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Supplier Payment,0.0,0.0,30048.76,0.0,0.0,-30048.76,0,0.0,Bank Transfer,JB,0.0
TXN-00068,2025-01-22,SALE,INV-2501-0076,Thika Road Hardware & Agrovet Ltd,Thika Town,M-Pesa Till,Wholesale,CUS-1021,,Agro Inputs,DAP Fertilizer 50kg,8,4692.66,0.0,37541.28,37541.28,3343.48,26747.84,10793.44,,0.0,7517.99,0.0,7517.99,30023.29,0.0,-8,-26747.84,,JB,0.0
TXN-00069,2025-01-22,CUSTOMER_PAYMENT,RCPT-2501-2666,Thika Road Hardware & Agrovet Ltd,Thika Town,Collections,Wholesale,CUS-1081,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Customer Collection,0.0,389.88,0.0,389.88,389.88,0.0,0,0.0,M-PESA,RA,0.0
TXN-00070,2025-01-24,SALE,INV-2501-0078,Thika Road Hardware & Agrovet Ltd,Thika Town,Online Order,Contractor,CUS-1143,,Building Materials,Iron Sheet 3m Gauge30,9,1234.8,0.0,11113.2,11113.2,770.13,6931.17,4182.03,,0.0,11113.2,0.0,11113.2,0.0,0.0,-9,-6931.17,,TK,0.0
TXN-00071,2025-01-24,SALE,INV-2501-0080,Thika Road Hardware & Agrovet Ltd,Thika Town,Delivery,Farmer,CUS-1020,,Agro Inputs,Maize Seed 2kg Pack,1,767.98,0.0,767.98,767.98,476.58,476.58,291.4,,0.0,767.98,0.0,767.98,0.0,0.0,-1,-476.58,,MN,0.0
TXN-00072,2025-01-25,EXPENSE,EXP-2501-2482,Thika Road Hardware & Agrovet Ltd,Thika Town,Back Office,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marketing,1997.63,0.0,1997.63,0.0,0.0,0.0,0,0.0,M-PESA,MN,0.0
TXN-00073,2025-01-26,SALE,INV-2501-0082,Thika Road Hardware & Agrovet Ltd,Juja,Delivery,Retail,CUS-1102,,Electrical,Electrical Cable 2.5mm (roll),6,4945.23,0.0,29671.38,29671.38,3169.34,19016.04,10655.34,,0.0,29671.38,0.0,29671.38,0.0,0.0,-6,-19016.04,,JB,0.0
TXN-00074,2025-01-26,SALE,INV-2501-0084,Thika Road Hardware & Agrovet Ltd,Juja,Online Order,Retail,CUS-1038,,Building Materials,Cement 50kg,9,952.76,0.01,8574.84,8489.09,639.95,5759.55,2729.54,,0.0,8489.09,0.0,8489.09,0.0,0.0,-9,-5759.55,,JB,0.0
TXN-00075,2025-01-26,SALE,INV-2501-0086,Thika Road Hardware & Agrovet Ltd,Juja,Online Order,Retail,CUS-1098,,Electrical,LED Bulb 12W,2,307.13,0.02,614.26,601.97,154.32,308.64,293.33,,0.0,601.97,0.0,601.97,0.0,0.0,-2,-308.64,,SK,0.0
TXN-00076,2025-01-27,SALE,INV-2501-0088,Thika Road Hardware & Agrovet Ltd,Thika Town,Online Order,Wholesale,CUS-1144,,Building Materials,Cement 50kg,12,967.24,0.0,11606.88,11606.88,645.33,7743.96,3862.92,,0.0,11606.88,0.0,11606.88,0.0,0.0,-12,-7743.96,,SK,0.0
TXN-00077,2025-01-27,SALE,INV-2501-0090,Thika Road Hardware & Agrovet Ltd,Thika Town,Delivery,Wholesale,CUS-1010,,Building Materials,Hollow Block 6in,13,94.64,0.0,1230.32,1230.32,54.62,710.06,520.26,,0.0,1230.32,0.0,1230.32,0.0,0.0,-13,-710.06,,PW,0.0
TXN-00078,2025-01-27,SALE,INV-2501-0092,Thika Road Hardware & Agrovet Ltd,Thika Town,M-Pesa Till,Retail,CUS-1084,,Plumbing,Water Tank 1000L,2,12206.51,0.0,24413.02,24413.02,8165.05,16330.1,8082.92,,0.0,24413.02,0.0,24413.02,0.0,0.0,-2,-16330.1,,TK,0.0
TXN-00079,2025-01-28,SALE,INV-2501-0094,Thika Road Hardware & Agrovet Ltd,Juja,Counter,Farmer,CUS-1000,,Building Materials,Hollow Block 6in,9,89.98,0.02,809.82,793.62,55.68,501.12,292.5,,0.0,793.62,0.0,793.62,0.0,0.0,-9,-501.12,,JB,0.0
TXN-00080,2025-01-28,EXPENSE,EXP-2501-2483,Thika Road Hardware & Agrovet Ltd,Thika Town,Back Office,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Repairs,5392.94,0.0,5392.94,0.0,0.0,0.0,0,0.0,M-PESA,MN,0.0
